time,Muttonpulao_02_calories absorbed,Cholebhature_01_calories absorbed,Curdrice_01_calories absorbed,Lemonrice_01_calories absorbed,Pasta_01_calories absorbed,Masaladosa_01_calories absorbed,Vegetable_Biryani_01_calories absorbed,Rapid_starch_01_calories absorbed,Chickenbreast_01_calories absorbed,Rice_01_calories absorbed,Eggwhite_01_calories absorbed,Paneer_01_calories absorbed,Milk_Chocolate_01_calories absorbed,Peanuts_01_calories absorbed,Curd_01_calories absorbed,Glucose_01_calories absorbed,Biscuit_01_calories absorbed,Glucose_02_calories absorbed,Bread_Meal_01_100_calories absorbed,Chickensandwich_01_calories absorbed,Ghee_01_calories absorbed,Apple_Pineapplesalad_01_calories absorbed,Spinach_01_calories absorbed,Bread_meal_02_calories absorbed,Orange_01_calories absorbed,Omelette_01_calories absorbed,Muttonpulao_01_calories absorbed,Arabinose_01_calories absorbed
1.01,0.12898,0.13962,0.1362,0.13137,0.00543,0.11091,0.15017,0.00144,0.00047,0.00422,0.00042,0.09001,0.00098,0.00737,0.00628,1.02572,0.00042,1.02572,0.00573,0.12464,0.00042,0.06381,0.00127,0.00573,0.01651,0.07334,0.13137,0.00042
2.01,0.83237,0.91816,0.80173,0.72735,0.40365,0.61814,0.88562,0.28683,0.00098,0.32169,0.00085,0.64132,0.0653,0.08414,0.06637,2.97735,0.00247,2.97736,0.42627,0.75387,0.00085,0.47009,0.01103,0.42627,0.14834,0.5132,0.72735,0.00084
3.01,1.8908,2.09071,1.80321,1.64697,1.11019,1.34783,2.00045,1.01725,0.00149,0.97262,0.00127,1.48258,0.2899,0.25204,0.1953,5.33284,0.0237,5.3371,1.1874,1.65383,0.00127,1.16185,0.03424,1.1874,0.414,1.21817,1.64697,0.00126
4.01,3.20617,3.54141,3.05414,2.78691,2.05109,2.17533,3.39299,2.15714,0.00197,1.87546,0.0017,2.49753,0.70596,0.51313,0.3828,7.98481,0.08804,8.00712,2.24804,2.70133,0.0017,2.05033,0.07215,2.24804,0.78063,2.09728,2.78691,0.00167
5.01,4.71007,5.1945,4.54072,4.11179,3.2135,3.09448,5.02209,3.64488,0.00245,3.00614,0.00213,3.60879,1.30318,0.8635,0.60312,10.81593,0.21518,10.87224,3.5723,3.84524,0.00213,3.07761,0.12637,3.5723,1.22713,3.10235,4.11179,0.00209
6.01,6.33611,6.92598,6.24028,5.60303,4.57279,4.09909,6.8223,5.41181,0.00291,4.34511,0.00257,4.75977,2.05271,1.29366,0.84436,13.78558,0.42459,13.90303,5.10571,5.07164,0.00257,4.2124,0.19819,5.10571,1.74167,4.18856,5.60303,0.00251
7.01,8.03401,8.6322,8.11037,7.24088,6.09619,5.16309,8.69658,7.42095,0.00339,5.87168,0.00301,5.93347,2.91844,1.79221,1.10459,16.88681,0.73576,17.10362,6.80822,6.37086,0.00301,5.4329,0.28819,6.80822,2.31422,5.28663,7.24088,0.00293
8.01,9.79437,10.30542,10.10152,9.00773,7.75399,6.2641,10.57908,9.63324,0.00386,7.56785,0.00346,7.12355,3.86427,2.34661,1.38368,20.11644,1.16369,20.47123,8.65353,7.72906,0.00346,6.72265,0.39603,8.65353,2.93413,6.34234,9.00773,0.00336
9.01,11.60759,11.92782,12.15636,10.8859,9.52274,7.39147,12.45687,12.00946,0.00435,9.42027,0.00391,8.32714,4.85814,2.94491,1.68035,23.46656,1.71797,23.98673,10.62309,9.13142,0.00391,8.06889,0.5205,10.62309,3.59175,7.35667,10.8859,0.00379
10.01,13.46028,13.5033,14.24232,12.8524,11.38499,8.54104,14.31237,14.51817,0.00484,11.41788,0.00438,9.54338,5.87542,3.57723,1.9915,26.92392,2.40639,27.6219,12.7015,10.56562,0.00438,9.46108,0.65972,12.7015,4.27967,8.34878,12.8524,0.00423
11.01,15.33936,15.04838,16.32902,14.89126,13.32695,9.70958,16.12895,17.13607,0.00535,13.54947,0.00486,10.77279,6.89992,4.23658,2.31432,30.47236,3.23645,31.35185,14.87426,12.0231,0.00486,10.88976,0.81172,14.87426,4.99201,9.33594,14.89126,0.00467
12.01,17.23334,16.5792,18.38063,16.99821,15.33555,10.89295,17.89601,19.84686,0.00586,15.80451,0.00535,12.01619,7.92314,4.91889,2.64735,34.09572,4.21001,35.16106,17.12728,13.49866,0.00535,12.34617,0.97484,17.12728,5.72318,10.32984,16.99821,0.00512
13.01,19.13382,18.11006,20.38381,19.16646,17.39804,12.08652,19.61341,22.64014,0.0064,18.17365,0.00585,13.27382,8.94188,5.62224,2.98932,37.77995,5.32632,39.04211,19.44747,14.98941,0.00585,13.82203,1.14759,19.44747,6.46761,11.33619,19.16646,0.00557
14.01,21.03661,19.65266,22.33353,21.38724,19.50272,13.28643,21.29715,25.51131,0.00695,20.64935,0.00637,14.54514,9.95665,6.34591,3.33864,41.26197,6.58428,42.99228,21.82324,16.49378,0.00637,15.30966,1.32844,21.82324,7.22042,12.35616,21.38724,0.00602
15.01,22.94139,21.21463,24.22547,23.65141,21.63925,14.49043,22.9698,28.45473,0.00752,23.22483,0.00692,15.82907,10.96997,7.08977,3.694,44.67296,7.98168,47.01054,24.24406,18.01079,0.00692,16.80218,1.5158,24.24406,7.97763,13.38868,23.65141,0.00647
16.01,24.84973,22.79944,26.05578,25.94962,23.79775,15.6979,24.64737,31.4647,0.00812,25.89322,0.00748,17.12434,11.98431,7.85409,4.05429,48.14487,9.51428,51.09596,26.69996,19.5396,0.00748,18.29368,1.70831,26.69996,8.73599,14.43218,25.94962,0.00693
17.01,26.76351,24.40749,27.82748,28.27216,25.96885,16.90928,26.338,34.53834,0.00874,28.64747,0.00807,18.42978,12.99984,8.63938,4.41893,51.68105,11.17741,55.24681,29.18159,21.07934,0.00807,19.77956,1.90506,29.18159,9.49249,15.4853,28.27216,0.00739
18.01,28.68392,26.03737,29.55665,30.60889,28.14443,18.12535,28.04488,37.67416,0.00939,31.48014,0.00869,19.7445,14.01569,9.44625,4.78766,54.99577,12.96737,59.43467,31.68061,22.62909,0.00869,21.25657,2.10541,31.68061,10.24438,16.54714,30.60889,0.00785
19.01,30.61124,27.68691,31.26469,32.94911,30.3178,19.34666,29.76853,40.8727,0.01007,34.38323,0.00934,21.0678,15.03134,10.27543,5.16033,58.28642,14.87966,63.43333,34.18955,24.18792,0.00934,22.72269,2.30884,34.18955,10.98923,17.61718,32.94911,0.00831
20.01,32.54512,29.35388,32.96701,35.28148,32.48325,20.57318,31.50816,44.12625,0.01078,37.34789,0.01002,22.39918,16.04714,11.12774,5.53682,,16.90896,67.28281,36.70159,25.75503,0.01002,24.17698,2.51487,36.70159,11.72511,18.69517,35.28148,0.00877
21.01,34.4848,31.03624,34.67214,37.59407,34.63624,21.80419,33.26241,47.4229,0.01154,40.36422,0.01073,23.73822,17.06456,12.00389,5.91699,,19.05068,71.38556,39.21036,27.32983,0.01073,25.61946,2.72307,39.21036,12.45048,19.78091,37.59407,0.00924
22.01,36.42933,32.73233,36.38453,39.8758,36.7738,23.03848,35.02969,50.75956,0.01233,43.42134,0.01149,25.08453,18.08578,12.90455,6.30058,,21.30089,75.20379,41.71035,28.91192,0.01149,27.05093,2.933,41.71035,13.16401,20.8742,39.8758,0.0097
23.01,38.3777,34.44073,38.10625,42.11995,38.89472,24.27461,36.80839,54.13516,0.01316,46.50877,0.01228,26.43768,19.1132,13.83023,6.68728,,23.65526,79.09946,44.19698,30.50111,0.01228,28.47282,3.14426,44.19693,13.86457,21.97477,42.11995,0.01017
24.01,40.32869,36.16003,39.83786,44.32714,40.99872,25.51128,38.59687,57.55039,0.01403,49.61932,0.01312,27.7973,20.149,14.78134,7.07685,,26.10951,83.22619,46.66655,32.09736,0.01312,29.88698,3.3565,46.66585,14.55141,23.0823,44.32714,0.01063
25.01,42.28101,37.88876,41.57906,46.50318,43.08667,26.74756,40.39359,61.0047,0.01495,52.75083,0.014,29.16312,21.19502,15.75811,7.4691,,28.66017,87.33906,49.11614,33.7007,0.014,31.2954,3.56939,49.11322,15.22402,24.19648,46.50318,0.0111
26.01,44.23397,39.62591,43.32903,48.654,45.16115,27.98297,42.19715,64.48985,0.01592,55.90384,0.01492,30.53494,22.25262,16.76067,7.86378,,31.30398,90.96978,51.54167,35.31116,0.01492,32.70003,3.78262,51.53623,15.88202,25.31697,48.654,0.01156
27.01,46.18711,41.37066,45.08678,50.78341,47.22452,29.21735,44.00633,68.00533,0.01693,59.07841,0.0159,31.91251,23.32283,17.78902,8.26058,,34.03726,94.77043,53.93799,36.92877,0.0159,34.10263,3.99587,53.93362,16.52496,26.4435,50.78341,0.01203
28.01,48.13968,43.12201,46.85122,52.89344,49.277,30.4508,45.82018,71.55233,0.018,62.27354,0.01692,33.2955,24.40639,18.8431,8.65926,,36.85691,98.75886,56.2996,38.55354,0.01692,35.50472,4.20884,56.30558,17.15258,27.57577,52.89344,0.01249
29.01,50.09104,44.87905,48.62125,54.985,51.31651,31.68351,47.63787,75.13359,0.01912,65.48758,0.018,34.68359,25.50372,19.92273,9.05961,,39.76025,102.32549,58.62141,40.18544,0.018,36.9075,4.42128,58.65346,17.76483,28.7135,54.985,0.01295
30.01,52.04073,46.64106,50.39581,57.05852,53.33947,32.91558,49.45873,78.74933,0.02029,68.71848,0.01913,36.07645,26.61508,21.02762,9.46146,,42.74444,106.56044,60.89921,41.82437,0.01913,38.31189,4.63297,60.97962,18.36177,29.85638,57.05852,0.01342
31.01,53.98847,48.40746,52.1739,59.11433,55.34211,34.147,51.28216,82.39901,0.02152,71.96399,0.02032,37.47382,27.74055,22.15738,9.86464,,45.80802,109.82034,63.13014,43.47011,0.02032,39.71855,4.84372,63.28749,18.9435,31.00409,59.11433,0.01388
32.01,55.93408,50.17776,53.95461,61.15287,57.3218,35.37765,53.10767,86.07543,0.0228,75.22147,0.02156,38.87544,28.88009,23.31154,10.26903,,48.94887,112.6007,65.3126,45.12235,0.02156,41.12792,5.05329,65.58079,19.51014,32.15634,61.15287,0.01435
33.01,57.87747,51.95156,55.73714,63.17493,59.27828,36.60733,54.93492,89.77969,0.02415,78.48774,0.02286,40.28108,30.0336,24.4896,10.67453,,52.16377,115.36953,67.44552,46.7807,0.02286,42.54024,5.26152,67.86293,20.06186,33.31286,63.17493,0.01481
34.01,59.81865,53.72855,57.52088,65.18181,61.21389,37.83584,56.76359,93.51147,0.02556,81.75909,0.02422,41.69051,31.20091,25.69105,11.08103,,55.44855,118.26506,69.5281,48.44473,0.02422,43.95558,5.46819,70.13705,20.59876,34.47342,65.18181,0.01528
35.01,61.75769,55.50843,59.30538,67.17527,63.13292,39.06304,58.59344,97.2719,0.02702,85.03129,0.02564,43.1035,32.3818,26.91535,11.48842,,58.79862,121.2391,71.56042,50.11405,0.02564,45.37396,5.67315,72.40636,21.12104,35.63776,67.17527,0.01574
36.01,63.69475,57.29095,61.09038,69.15731,65.04047,40.28888,60.42425,101.05917,0.02856,88.29953,0.02713,44.51979,33.57596,28.16198,11.89662,,62.20908,124.27697,73.54627,51.78829,0.02713,46.79528,5.87622,74.67408,21.62903,36.80564,69.15731,0.0162
37.01,65.62999,59.0759,62.87576,71.13001,66.94157,41.51338,62.25586,104.87248,0.03016,91.5583,0.02868,45.93917,34.78305,29.43039,12.30555,,65.6749,127.38005,75.49516,53.46716,0.02868,48.21941,6.07729,76.943,22.12306,37.9768,71.13001,0.01667
38.01,67.56359,60.86309,64.66151,73.09529,68.84076,42.7366,64.0881,108.70553,0.03183,94.80116,0.03031,47.36139,36.00265,30.72006,12.71517,,69.19059,130.55042,77.4202,55.15044,0.03031,49.64617,6.27622,79.21541,22.60346,39.15097,73.09529,0.01713
39.01,69.49576,62.65236,66.4476,75.05481,70.74187,43.95865,65.92085,112.55604,0.03357,98.02036,0.032,48.78624,37.23436,32.03043,13.12544,,72.75094,133.78568,79.33367,56.83798,0.032,51.07533,6.47289,81.49342,23.07054,40.32792,75.05481,0.01759
40.01,71.42658,64.44347,68.23403,77.00989,72.64804,45.17962,67.75392,116.42065,0.03539,101.20623,0.03377,50.21347,38.47779,33.36088,13.53626,,76.35137,138.50053,81.24482,58.52964,0.03377,52.50666,6.66719,83.77937,23.52457,41.50743,77.00989,0.01805
41.01,73.35593,66.23605,70.02071,78.9615,74.56178,46.39952,69.58708,120.28908,0.03728,104.34694,0.03561,51.64286,39.7326,34.71074,13.9475,,79.98832,142.33052,83.16009,60.22533,0.03561,53.93989,6.85898,86.07517,23.96573,42.6893,78.9615,0.01852
42.01,75.28363,68.02966,71.80753,80.9103,76.48504,47.61828,71.42006,124.10238,0.03925,107.42986,0.03753,53.07421,40.99844,36.07931,14.35903,,83.65919,145.84325,85.084,61.92499,0.03753,55.37473,7.04816,88.38233,24.39427,43.87331,80.9103,0.01898
43.01,77.20981,69.82403,73.59434,82.8567,78.41921,48.83578,73.25254,127.92217,0.0413,110.4484,0.03953,54.50734,42.27497,37.4659,14.77068,,87.36219,149.36071,87.01974,63.62853,0.03953,56.81084,7.23465,90.70205,24.81049,45.05923,82.8567,0.01944
44.01,79.13439,71.61877,75.38107,84.80096,80.36528,50.05187,75.08432,131.79817,0.04343,113.41091,0.04161,55.94207,43.56185,38.86981,15.1822,,91.09602,152.89325,88.96949,65.33585,0.04161,58.24787,7.41836,93.03564,25.21467,46.24683,84.80096,0.0199
45.01,81.05719,73.41359,77.16772,86.74321,82.32388,51.26636,76.91532,135.72138,0.04565,116.3359,0.04378,57.37826,44.85874,40.29045,15.59346,,94.85985,156.44302,90.93466,67.04688,0.04378,59.68551,7.59924,95.38437,25.60714,47.43589,86.74321,0.02036
46.01,82.9782,75.20834,78.95438,88.68349,84.29531,52.47914,78.74551,139.70583,0.04795,119.23906,0.04603,58.81577,46.16528,41.72725,16.00436,,98.65326,160.00348,92.91611,68.76155,0.04603,61.12349,7.77722,97.74946,25.98816,48.62622,88.68349,0.02082
47.01,84.89751,77.00298,80.74114,90.62168,86.27964,53.6901,80.57488,143.76101,0.05035,122.13006,0.04837,60.25448,47.48117,43.17967,16.41479,,102.47575,163.55573,94.91421,70.47974,0.04837,62.56156,7.95224,100.13222,26.35804,49.81765,90.62168,0.02128
48.01,86.81524,78.7975,82.52807,92.55761,88.27682,54.89921,82.4034,147.88536,0.05284,125.01492,0.05081,61.69429,48.80616,44.64714,16.82463,,106.32649,,96.92894,72.20135,0.05081,63.99948,8.12424,102.53257,26.71713,51.01003,92.55761,0.02174
49.01,88.73153,80.5919,84.31522,94.49108,90.28662,56.10652,84.23108,152.07688,0.05542,127.89763,0.05334,63.13509,50.13997,46.12915,17.23381,,110.20443,,98.95998,73.9263,0.05334,65.43706,8.29317,104.94934,27.06581,52.20323,94.49108,0.0222
50.01,90.64651,82.38618,86.1026,96.42188,92.30868,57.31212,86.05792,156.33357,0.05811,130.7809,0.05597,64.57681,51.48237,47.62515,17.64222,,114.10861,,101.00674,75.6545,0.05597,66.87409,8.45902,107.38086,27.40441,53.3971,96.42188,0.02266
51.01,92.56028,84.18035,87.89016,98.34979,94.34252,58.51608,87.88392,160.64511,0.06089,133.66641,0.0587,66.0194,52.83307,49.13463,18.0498,,118.03865,,103.06847,77.38586,0.0587,68.31039,8.62178,109.82532,27.73332,54.59151,98.34979,0.02312
52.01,94.47294,85.97441,89.67787,100.27464,96.38761,59.71843,89.70911,165.01268,0.06378,136.55503,0.06153,67.46283,54.19181,50.65707,18.45646,,121.99367,,105.14432,79.12034,0.06153,69.74573,8.78142,112.28096,28.05288,55.78635,100.27464,0.02358
53.01,96.3846,87.7684,91.46569,102.19629,98.44339,60.91923,91.53352,169.43371,0.06678,139.44698,0.06447,68.90707,55.55832,52.19196,18.86216,,125.97223,,107.23336,80.85787,0.06447,71.17987,8.93794,114.74614,28.36338,56.98158,102.19629,0.02403
54.01,98.2954,89.56235,93.25356,104.11459,100.5093,62.11857,93.35722,173.90487,0.06988,142.3421,0.06752,70.35207,56.93238,53.73877,19.26683,,129.97262,,109.33467,82.59843,0.06752,72.61257,9.09132,117.21943,28.66509,58.17712,104.11459,0.02449
55.01,100.20546,91.3563,95.04144,106.02948,102.58482,63.3165,95.18026,178.42208,0.0731,145.23991,0.07068,71.79777,58.31378,55.29693,19.67044,,133.99324,,111.44735,84.34201,0.07068,74.0437,9.24156,119.69957,28.9584,59.37292,106.02948,0.02494
56.01,102.11485,93.15024,96.8293,107.94087,104.66942,64.51301,97.00266,182.97147,0.07643,148.1397,0.07395,73.24411,59.70231,56.86577,20.07295,,138.03299,,113.5705,86.08864,0.07395,75.47311,9.38866,122.18546,29.24365,60.56889,107.94087,0.02539
57.01,104.02357,94.94406,98.61707,109.84877,106.76256,65.70806,98.8244,187.12566,0.07988,151.0407,0.07735,74.69102,61.09774,58.4445,20.47426,,142.08955,,115.70327,87.83832,0.07735,76.90071,9.53265,124.67623,29.52111,61.76493,109.84877,0.02584
58.01,105.93145,96.73751,100.40472,111.75319,108.86368,66.90162,100.64541,190.99144,0.08345,153.94205,0.08086,76.1385,62.49985,60.03228,20.87432,,146.15926,,117.84477,89.59105,0.08086,78.32642,9.67356,127.17128,29.791,62.96093,111.75319,0.02629
59.01,107.83827,98.53033,102.19219,113.65418,110.97227,68.09359,102.46557,194.85596,0.08714,156.84277,0.08449,77.58652,63.9084,61.62825,21.273,,150.23772,,119.99416,91.34682,0.08449,79.75019,9.8114,129.67013,30.0536,64.15681,113.65418,0.02674
60.01,109.74389,100.32225,103.97943,115.55177,113.08786,69.2839,104.28476,198.7463,0.09096,159.74187,0.08825,79.03506,65.32319,63.23157,21.67015,,154.31998,,122.15066,93.10559,0.08825,81.17196,9.94618,132.17246,30.30909,65.35251,115.55177,0.02719
61.01,111.64808,102.11308,105.76643,117.44605,115.21007,70.47251,106.10294,203.90847,0.09491,162.63845,0.09214,80.48408,66.74408,64.84139,22.06559,,158.40127,,124.31355,94.86727,0.09214,82.59167,10.07792,134.67808,30.55761,66.54795,117.44605,0.02763
62.01,113.55074,103.9028,107.55318,119.33722,117.33856,71.65945,107.92022,208.17243,0.09899,165.53174,0.09615,81.93354,68.17091,66.45697,22.45922,,162.47463,,126.48223,96.63186,0.09615,84.00928,10.20667,137.18691,30.79939,67.7431,119.33722,0.02808
63.01,115.45185,105.69145,109.33967,121.22549,119.47298,72.84479,109.73672,212.24102,0.1032,168.42105,0.1003,83.38341,69.60353,68.0776,22.85096,,166.53327,,128.65617,98.39934,0.1003,85.42474,10.33245,139.69888,31.03468,68.93789,121.22549,0.02852
64.01,117.35143,107.47908,111.12592,123.11106,121.61298,74.02868,111.55258,216.3596,0.10754,171.30578,0.10458,84.83369,71.04179,69.7026,23.24072,,170.57367,,130.83487,100.16969,0.10458,86.838,10.45532,142.21404,31.26372,70.13224,123.11106,0.02897
65.01,119.2495,109.26571,112.91191,124.99415,123.75822,75.21124,113.3679,220.5205,0.11203,174.1854,0.109,86.28439,72.4855,71.33135,23.62843,,174.59584,,133.01783,101.94285,0.109,88.24898,10.57531,144.73245,31.48673,71.32612,124.99415,0.02941
66.01,121.14612,111.05142,114.69764,126.87495,125.90841,76.3926,115.18279,224.72043,0.11665,177.05928,0.11356,87.73553,73.9345,72.96328,24.01403,,178.6059,,135.20463,103.71877,0.11356,89.6576,10.69248,147.2542,31.70387,72.51955,126.87495,0.02985
67.01,123.04133,112.83625,116.48311,128.75364,128.06331,77.57286,116.99728,228.95728,0.12141,179.92684,0.11827,89.18712,75.38865,74.59789,24.39744,,182.60597,,137.39488,105.49739,0.11827,91.06377,10.80686,149.77939,31.91531,73.71256,128.75364,0.03029
68.01,124.93514,114.62024,118.2683,130.63038,130.22273,78.75208,118.8114,233.22893,0.12632,182.78753,0.12311,90.63915,76.8478,76.23468,24.77859,,186.59759,,139.58829,107.27864,0.12311,92.46741,10.9185,152.30814,32.12125,74.90516,130.63038,0.03073
69.01,126.8276,116.40341,120.0532,132.50529,132.38649,79.93031,120.62512,237.5326,0.13138,185.64087,0.1281,92.09163,78.31183,77.87321,25.15746,,190.57982,,141.78463,109.06248,0.1281,93.86844,11.02744,154.84058,32.32192,76.09737,132.50529,0.03117
70.01,128.71873,118.18578,121.83781,134.3785,134.55438,81.10755,122.43846,241.86419,0.13658,188.48643,0.13324,93.54456,79.78059,79.51304,25.53399,,194.54936,,143.98369,110.84889,0.13324,95.26677,11.13374,157.37684,32.51747,77.28917,134.3785,0.03161
71.01,130.60853,119.96737,123.62213,136.25009,136.7262,82.28379,124.25138,246.21757,0.143,191.32381,0.13959,94.99794,81.25392,81.15376,25.90815,,198.50524,,146.18528,112.63784,0.13959,96.66231,11.23746,159.91704,32.70808,78.48052,136.25009,0.03202
72.01,132.497,121.74818,125.40616,138.12013,138.90172,83.45896,126.06389,250.58328,,194.1526,,96.45178,82.73164,82.79497,26.27991,,202.43629,,148.38922,114.42932,,98.05497,11.33866,162.46129,32.89392,79.67142,138.12013,0.03236
73.01,134.38413,123.52818,127.18988,139.98869,141.08079,84.633,127.87599,254.94503,,196.97224,,97.90608,84.21358,84.43625,26.64921,,206.32632,,150.59534,116.22332,,99.44465,11.43738,165.00965,33.07515,80.86187,139.98869,0.03266
74.01,136.26977,125.30729,128.97328,141.85578,143.26328,85.80583,129.68764,259.2971,,199.78217,,99.36083,85.69961,86.07714,27.01601,,210.16084,,152.80355,118.01981,,100.83125,11.53366,167.56215,33.25189,82.05184,141.85578,0.03293
75.01,138.15371,127.08534,130.75637,143.72145,145.44907,86.97738,131.49875,264.13353,,202.58181,,100.81601,87.18959,87.71715,27.38025,,213.93044,,155.0138,119.81877,,102.21467,11.62757,170.11884,33.42425,83.24134,143.72145,0.03317
76.01,140.03571,128.86209,132.53914,145.58568,147.63805,88.14765,133.30924,268.4205,,205.37064,,102.27157,88.6834,89.35578,27.74187,,217.63572,,157.22609,121.62018,,103.59484,11.71915,172.67976,33.59235,84.43034,145.58568,0.03341
77.01,141.91549,130.6373,134.32158,147.44849,149.8301,89.31666,135.119,272.69375,,208.1482,,103.72749,90.18092,90.99252,28.10078,,221.28134,,159.4404,123.424,,104.97166,11.80846,175.24494,33.75632,85.61879,147.44849,0.03365
78.01,143.79286,132.41082,136.10372,149.3099,152.02512,90.48443,136.92799,276.94365,,210.91418,,105.18374,91.68203,92.6269,28.45684,,224.89498,,161.65674,125.23014,,106.34505,11.89555,177.81443,33.91624,86.80666,149.3099,0.0339
79.01,145.66781,134.18267,137.88555,151.16999,154.22301,91.65104,138.73627,281.18517,,213.66832,,106.64031,93.18658,94.25865,28.80998,,228.52768,,163.87511,127.03858,,107.71492,11.98048,180.38826,34.07221,87.99394,151.16999,0.03418
80.01,147.54039,135.95291,139.66706,153.02878,156.42372,92.81655,140.54389,285.45485,,216.4104,,108.09721,94.69447,95.88757,29.16012,,232.27967,,166.09553,128.84926,,109.08116,12.06329,182.96639,34.22433,89.18065,153.02878,0.03447
81.01,149.41067,137.72163,141.44824,154.88634,158.6272,93.98104,142.35091,289.77749,,219.14019,,109.55446,96.20559,97.5135,29.50719,,236.111,,168.31803,130.66215,,110.44369,12.14404,185.54879,34.37268,90.36678,154.88634,0.03476
82.01,151.2787,139.48892,143.22908,156.74269,160.83343,95.14454,144.15736,294.15339,,221.85755,,111.01206,97.71985,99.13635,29.8512,,239.64873,,170.5427,132.47718,,111.80243,12.22275,188.13543,34.51738,91.55235,156.74269,0.03506
83.01,153.14453,141.25484,145.00959,158.59789,163.04232,96.30711,145.96327,298.57695,,224.56241,,112.47005,99.23714,100.75605,30.19209,,243.21739,,172.76961,134.2943,,113.15731,12.2995,190.72627,34.65852,92.73734,158.59789,0.03535
84.01,155.00821,143.01947,146.78975,160.45198,165.25379,97.46876,147.76867,303.04365,,227.25478,,113.92845,100.75734,102.37255,30.52985,,247.02284,,174.9988,136.11344,,114.50825,12.37433,193.32128,34.79621,93.92175,160.45198,0.03565
85.01,156.86978,144.78285,148.56958,162.30501,167.46775,98.62945,149.57359,308.04339,,229.93466,,115.38729,102.28031,103.98584,30.86443,,250.78173,,177.2303,137.93454,,115.85518,12.4473,195.92042,34.93054,95.10554,162.30501,0.03595
86.01,158.72931,146.54507,150.34906,164.15702,169.68414,99.78913,151.37805,312.69854,,232.60203,,116.84662,103.80594,105.59596,31.19579,,254.52201,,179.46412,139.75756,,117.19801,12.51844,198.5236,35.06157,96.28874,164.15702,0.03625
87.01,160.58687,148.30618,152.1282,166.00807,171.90291,100.94769,153.18209,317.28028,,235.25688,,118.30646,105.33412,107.20293,31.52388,,258.24557,,181.70028,141.58245,,118.53667,12.5878,201.13071,35.1894,97.47135,166.00807,0.03655
88.01,162.44252,150.06623,153.90696,167.85818,174.12405,102.10504,154.98571,321.89724,,237.8992,,119.76681,106.86477,108.80681,31.84869,,261.95462,,183.93881,143.40916,,119.87108,12.65541,203.74164,35.3141,98.65339,167.85818,0.03686
89.01,164.29631,151.82525,155.68536,169.7074,176.3475,103.2611,156.78891,326.54699,,240.529,,121.22768,108.39777,110.40763,32.17023,,265.83017,,186.17974,145.23769,,121.20119,12.72134,206.35626,35.43576,99.83484,169.7074,0.03716
90.01,166.14821,153.58326,157.46339,171.55575,178.57315,104.4158,158.59169,331.22797,,243.14629,,122.68908,109.93302,112.00537,32.48851,,270.13516,,188.42307,147.06799,,122.52694,12.78562,208.97446,35.55448,101.01571,171.55575,0.03747
91.01,167.99818,155.34025,159.24106,173.40326,180.8009,105.5691,160.394,335.93894,,245.75107,,124.15106,111.47039,113.59996,32.8035,,273.98097,,190.66878,148.90002,,123.84827,12.84829,211.59615,35.67032,102.19596,173.40326,0.03777
92.01,169.84608,157.09616,161.01836,175.24996,183.03065,106.72097,162.19581,340.67879,,248.34327,,125.61368,113.00975,115.19133,33.11517,,,,192.91682,150.7337,,125.16511,12.9094,214.2212,35.78334,103.37557,175.24996,0.03808
93.01,171.69174,158.8509,162.79528,177.09586,185.26233,107.87139,163.99708,345.44653,,250.92276,,127.07697,114.551,116.77937,33.42345,,,,195.16714,152.56895,,126.4774,12.96897,216.84946,35.89356,104.55455,177.09586,0.03839
94.01,173.53499,160.60436,164.57183,178.94098,187.4959,109.02033,165.79777,350.24121,,253.48943,,128.54095,116.09407,118.36392,33.72827,,,,197.41971,154.40568,,127.78508,13.02705,219.48082,36.00105,105.73289,178.94098,0.0387
95.01,175.37578,162.35653,166.34802,180.78535,189.73137,110.16779,167.59788,355.55744,,256.04331,,130.00561,117.63889,119.94478,34.02955,,,,199.67457,156.24378,,129.08808,13.08367,222.11516,36.10587,106.91059,180.78535,0.03901
96.01,177.21419,164.1075,168.12385,182.629,191.96869,111.3138,169.39744,360.39475,,258.58449,,131.47099,119.18541,121.52176,34.32729,,,,201.93176,158.08321,,130.38637,13.13887,224.75241,36.20807,108.08766,182.629,0.03933
97.01,179.0503,165.85733,169.89932,184.47195,194.20779,112.45838,171.19649,365.26157,,261.1132,,132.93713,120.73354,123.09468,34.62147,,,,204.19125,159.9239,,131.67989,13.19269,227.39248,36.3077,109.26407,184.47195,0.03964
98.01,180.88419,167.60608,171.67443,186.31422,196.4486,113.60153,172.99504,370.15376,,263.62962,,134.4041,122.28318,124.66345,34.91209,,,,206.45301,161.76584,,132.96859,13.24515,230.03533,36.40481,110.43983,186.31422,0.03995
99.01,182.71598,169.35385,173.44918,188.15582,198.69105,114.74321,174.79315,375.06895,,266.13387,,135.87192,123.83426,126.22808,35.19911,,,,208.71697,163.60901,,134.25242,13.29629,232.68085,36.49947,111.61492,188.15582,0.04027
100.01,184.54576,171.10069,175.22355,189.99679,200.93513,115.88334,176.59083,380.00554,,268.62606,,137.34065,125.38669,127.78857,35.48251,,,,210.98309,165.45344,,135.53132,13.34614,235.32896,36.59172,112.78937,189.99679,0.04059
